day,value
20230101,-2.3625000000000003
20230102,-5.0874999999999995
20230103,-3.466666666666667
20230104,-1.6541666666666668
20230105,-1.2125000000000001
20230106,2.4916666666666667
20230107,-0.029166666666666657
20230108,3.545833333333333
20230109,-1.4208333333333334
20230110,2.4875000000000003
20230111,3.2083333333333335
20230112,8.070833333333333
20230113,8.741666666666667
20230114,4.729166666666667
20230115,-2.6625
20230116,-4.904166666666667
20230117,-2.4125
20230118,-2.3625
20230119,1.445833333333333
20230120,-6.245833333333334
20230121,-1.9291666666666665
20230122,-0.020833333333333343
20230123,-5.108333291666667
20230124,-15.754166541666665
20230125,-8.325000000000001
20230126,-5.8625
20230127,-8.049999999999999
20230128,-4.7375
20230129,-0.5291666666666667
20230130,-0.5083333333333333
20230131,4.033333333333333
20230201,-0.9708333333333333
20230202,-2.0791666666666666
20230203,-1.6041666666666667
20230204,0.4458333333333333
20230205,2.1750000000000003
20230206,3.295833333333333
20230207,3.3874999999999997
20230208,1.6500000000000001
20230209,4.925
20230210,2.1166666666666667
20230211,3.0041666666666664
20230212,5.545833333333333
20230213,3.5208333333333335
20230214,1.8916666666666666
20230215,4.1875
20230216,1.0125
20230217,5.166666666666667
20230218,5.720833333333334
20230219,1.8375000000000001
20230220,-1.8125
20230221,-0.7541666666666668
20230222,2.0124999999999997
20230223,4.041666666666667
20230224,2.091666666666667
20230225,0.5
20230226,2.9291666666666667
20230227,4.533333333333333
20230228,6.2250000000000005
20230301,3.9916666666666667
20230302,1.9041666666666668
20230303,6.3875
20230304,7.395833333333333
20230305,8.079166666666667
20230306,10.420833333333333
20230307,11.862500124999999
20230308,13.704166666666666
20230309,8.729166666666666
20230310,14.966666708333333
20230311,14.5791665
20230312,2.4875000000000003
20230313,4.641666666666667
20230314,10.529166666666667
20230315,6.4875
20230316,4.7375
20230317,8.0
20230318,7.579166666666667
20230319,8.2875
20230320,10.204166708333334
20230321,14.412500083333335
20230322,18.658333458333335
20230323,15.054166708333334
20230324,12.799999958333332
20230325,12.037500041666668
20230326,7.645833333333333
20230327,7.583333333333333
20230328,9.9
20230329,12.383333291666666
20230330,13.562500041666667
20230331,15.674999875
20230401,18.366666666666667
20230402,18.608333333333334
20230403,20.058333208333334
20230404,16.120833333333334
20230405,10.612499999999999
20230406,7.875
20230407,8.291666666666666
20230408,9.0375
20230409,11.508333291666666
20230410,15.354166791666666
20230411,10.229166625
20230412,10.170833333333333
20230413,11.400000083333333
20230414,16.554166791666667
20230415,11.295833333333334
20230416,10.908333333333333
20230417,14.774999916666667
20230418,13.966666791666666
20230419,19.895833416666665
20230420,14.883333291666666
20230421,16.775000083333335
20230422,16.566666583333333
20230423,16.77500004166667
20230424,14.912499875
20230425,10.466666666666667
20230426,9.0875
20230427,14.175000041666665
20230428,17.112499958333334
20230429,10.945833333333333
20230430,13.287499958333333
20230501,14.649999833333332
20230502,18.095833333333335
20230503,20.199999791666666
20230504,21.8
20230505,16.6125
20230506,12.5375
20230507,13.54166675
20230508,15.82083325
20230509,17.141666625
20230510,19.158333333333335
20230511,19.5
20230512,18.199999875
20230513,17.866666625
20230514,18.124999833333334
20230515,22.10416675
20230516,24.391666708333332
20230517,23.416666666666668
20230518,20.83750004166667
20230519,22.787499791666665
20230520,19.9208335
20230521,18.145833416666665
20230522,20.250000083333333
20230523,20.791666708333334
20230524,20.862500125
20230525,20.933333333333334
20230526,22.158333541666668
20230527,19.03749995833333
20230528,19.49583375
20230529,23.941666708333333
20230530,23.399999833333336
20230531,22.99166658333333
20230601,22.033333458333335
20230602,20.262499958333333
20230603,21.812500125
20230604,22.470833166666665
20230605,21.200000083333332
20230606,20.708333333333332
20230607,21.341666625000002
20230608,20.608333458333334
20230609,24.108333291666668
20230610,21.854166916666667
20230611,22.612500041666667
20230612,22.40416666666667
20230613,21.487499916666668
20230614,21.004166541666667
20230615,22.941666833333333
20230616,23.820833375000003
20230617,24.675
20230618,26.891666666666666
20230619,28.491666666666664
20230620,22.783333583333334
20230621,20.604166791666668
20230622,22.78749983333333
20230623,22.125
20230624,26.86666679166667
20230625,28.112499874999997
20230626,23.51666695833333
20230627,26.2
20230628,26.829166708333332
20230629,23.666666541666668
20230630,25.737500083333334
20230701,27.541666791666668
20230702,27.0
20230703,29.59166679166667
20230704,24.979166875
20230705,24.55416658333333
20230706,27.78333333333333
20230707,25.970833499999998
20230708,26.637500125000003
20230709,24.133333124999996
20230710,26.962500000000002
20230711,22.71250004166667
20230712,26.741666624999997
20230713,24.816666625
20230714,24.541666583333335
20230715,24.358333208333335
20230716,24.575000166666666
20230717,25.620833291666667
20230718,24.862499875
20230719,27.712500083333335
20230720,28.183333416666667
20230721,29.970833083333332
20230722,26.758333458333336
20230723,25.2625
20230724,27.3291665
20230725,27.645833291666666
20230726,27.35000020833333
20230727,28.82916675
20230728,29.629166625
20230729,28.887500333333335
20230730,28.541666958333334
20230731,28.720833166666665
20230801,30.329166333333333
20230802,29.300000125
20230803,29.658333541666668
20230804,29.995833375
20230805,30.550000166666667
20230806,29.491666499999997
20230807,30.291666458333335
20230808,30.904166541666665
20230809,27.062499791666667
20230810,21.933333375
20230811,23.954166708333332
20230812,23.20416675
20230813,27.83749979166667
20230814,27.991666541666664
20230815,28.312499875
20230816,27.308333208333334
20230817,28.554166791666663
20230818,29.316666583333333
20230819,28.683333208333334
20230820,28.5458335
20230821,29.849999916666665
20230822,27.079166583333333
20230823,23.75833354166667
20230824,25.800000125
20230825,26.412500041666664
20230826,26.166666666666668
20230827,25.520833125
20230828,23.599999999999998
