date,rain,temp,humi,wind
20230101,0.0,-1.566898148148148,38.49537037037037,2.01712962962963
20230102,0.0,-4.269212962962963,44.77777777777777,1.4784722222222224
20230103,0.0,-2.6053240740740744,42.87731481481481,1.1905092592592592
20230104,0.0,-1.0712962962962964,55.86574074074073,0.9715277777777778
20230105,0.0,-0.6210648148148148,58.611111111111114,0.9027777777777778
20230106,0.16782407407407407,3.0819444444444444,75.85416666666667,1.7391203703703704
20230107,0.0,0.8266203703703703,69.45601851851852,1.0865740740740741
20230108,0.0,4.163425925925926,57.47453703703703,1.2502314814814814
20230109,0.0,-0.9493055555555556,53.7487922705314,1.6072463768115943
20230110,0.0,2.328472222222222,61.495370370370374,0.8497685185185185
20230111,0.0,3.4034722222222222,55.26620370370371,0.8060185185185185
20230112,1.2893518518518519,8.20787037037037,55.26157407407407,1.4659722222222222
20230113,0.0625,7.996990740740742,98.40277777777777,0.8282407407407407
20230114,0.18402777777777776,4.58912037037037,89.84490740740742,1.769907407407407
20230115,0.021990740740740707,-2.4185185185185185,79.76157407407408,1.6974537037037036
20230116,0.0,-4.152777777777778,49.41203703703704,1.6379629629629628
20230117,0.0,-1.7092592592592593,65.00231481481481,1.3030092592592593
20230118,0.0,-1.2425925925925927,51.41203703703704,1.3361111111111112
20230119,0.03587962962962961,2.01412037037037,61.04629629629629,2.4164351851851853
20230120,0.0,-5.188425925925926,42.28472222222222,2.0479166666666666
20230121,0.0,-1.244212962962963,45.86805555555556,1.5372685185185184
20230122,0.0,0.7467592592592593,61.63425925925927,1.0983796296296295
20230123,0.0,-4.832407407407407,54.23379629629628,2.8453703703703703
20230124,0.0,-14.431018518518519,43.768518518518505,2.9974537037037035
20230125,0.0,-7.664351851851852,49.645833333333336,1.6761574074074075
20230126,0.013888888888888867,-4.875462962962963,73.52777777777777,1.351388888888889
20230127,0.0,-6.917592592592593,42.41203703703704,2.3962962962962964
20230128,0.0,-3.8740740740740742,51.09490740740741,1.4018518518518517
20230129,0.0,0.11898148148148151,55.05092592592592,1.7824074074074072
20230130,0.0,0.4381944444444444,50.861111111111114,1.42037037037037
20230131,0.0,4.206712962962963,74.79629629629629,1.847453703703704
20230201,0.013888888888888867,-0.44050925925925927,50.006944444444436,2.4368055555555554
20230202,0.0,-1.7284722222222224,42.57638888888888,1.7837962962962959
20230203,0.0,-1.074537037037037,44.2199074074074,1.2145833333333333
20230204,0.0,0.7868055555555556,59.09722222222222,1.1865740740740742
20230205,0.0,2.563425925925926,70.74074074074075,1.1344907407407407
20230206,0.0,3.3569444444444443,69.67129629629629,1.137037037037037
20230207,0.0,3.227314814814814,68.1574074074074,1.0851851851851853
20230208,0.0,2.2560185185185184,45.65046296296296,1.626851851851852
20230209,0.028935185185185137,6.146759259259259,55.99768518518519,1.850925925925926
20230210,0.0,2.8870370370370373,74.06481481481482,1.2986111111111112
20230211,0.0,3.0905092592592593,70.16203703703702,0.982175925925926
20230212,0.0,5.347916666666666,62.479166666666664,1.3756944444444446
20230213,0.0,3.900694444444445,59.03472222222222,1.9518518518518517
20230214,0.0,2.150925925925926,40.46296296296296,2.0743055555555556
20230215,0.0,4.234259259259258,51.10648148148149,1.61875
20230216,0.0,1.8374999999999997,67.55555555555556,1.4358796296296297
20230217,0.0,5.165277777777778,62.192129629629626,1.1296296296296295
20230218,0.027777777777777735,5.702314814814815,59.35185185185185,1.1252314814814814
20230219,0.0,2.6331018518518516,43.95138888888888,1.8368055555555556
20230220,0.0,-1.0078703703703704,36.9375,2.819212962962963
20230221,0.0,-0.3423611111111111,44.266203703703695,1.1687500000000002
20230222,0.0,2.2131944444444445,53.13194444444443,1.1884259259259258
20230223,0.0,4.002777777777777,67.45833333333333,1.4921296296296296
20230224,0.0,2.744675925925926,42.15046296296296,2.055324074074074
20230225,0.0,1.256712962962963,37.68518518518518,1.6951388888888888
20230226,0.0,3.1972222222222224,50.49074074074073,1.3597222222222223
20230227,0.0,4.464814814814814,45.013888888888886,1.310858585858586
20230228,0.0,6.378009259259259,65.52083333333333,1.2106481481481481
20230301,0.0,4.705092592592592,35.09953703703704,2.5974537037037035
20230302,0.0,2.5851851851851855,46.682870370370374,1.839351851851852
20230303,0.0,6.81550925925926,67.75925925925927,1.5541666666666667
20230304,0.0,7.144675925925926,65.35416666666667,1.1182870370370372
20230305,0.0,8.04375,39.54629629629628,1.0694444444444446
20230306,0.0,10.80462962962963,44.25462962962962,1.6043981481481482
20230307,0.0,11.91550919675926,68.11342592592592,1.5965277777777778
20230308,0.24768518518518517,13.788425868055555,65.73611111111111,1.7587962962962962
20230309,0.0,8.182638888888889,86.33796296296298,1.1817129629629628
20230310,0.0,14.640277782407408,53.04861111111111,1.205324074074074
20230311,0.04398148148148148,14.011805615740741,54.40277777777778,1.909259259259259
20230312,0.1909722222222222,3.2604166666666665,46.58796296296296,2.3074074074074074
20230313,0.0,5.221759259259259,38.90509259259259,2.032407407407407
20230314,0.0,10.671296296296298,54.00925925925925,2.2266203703703704
20230315,0.0,7.029166666666667,51.15972222222221,1.9046296296296295
20230316,0.0,5.396527777777777,30.15277777777778,2.0145833333333334
20230317,0.0,8.323148148148148,31.775462962962965,1.4201388888888888
20230318,0.0,7.6499999999999995,56.766203703703695,1.8407407407407408
20230319,0.0,7.452314814814814,65.95138888888887,1.457638888888889
20230320,0.0,10.151851851851852,36.539351851851855,1.13125
20230321,0.0,13.673379673611112,36.4837962962963,0.8886574074074074
20230322,0.0,17.816898175925928,47.36574074074073,1.629861111111111
