date,rain,temp,humi,wind
20230101,0.0,-1.7208333333333334,41.083333333333336,2.9958333333333336
20230102,0.0,-4.2250000000000005,44.54166666666666,2.4125
20230103,0.0,-2.216666666666667,41.083333333333336,1.8208333333333333
20230104,0.0,-0.4791666666666667,53.208333333333336,1.525
20230105,0.0,0.0916666666666666,55.208333333333336,1.3208333333333333
20230106,0.1041666666666666,2.8791666666666664,75.33333333333333,2.2416666666666667
20230107,0.0,1.2333333333333334,67.91666666666667,1.8625
20230108,0.0,3.8666666666666663,61.125,1.3416666666666668
20230109,0.0,-0.8291666666666666,54.30434782608695,2.395652173913044
20230110,0.0,2.6833333333333336,60.25,1.125
20230111,0.0,3.8791666666666655,55.54166666666666,1.6458333333333333
20230112,1.1666666666666667,7.429166666666667,58.833333333333336,2.1708333333333334
20230113,0.0625,7.558333333333334,99.70833333333331,1.1541666666666666
20230114,0.1458333333333333,4.6125,89.16666666666667,2.3916666666666666
20230115,0.0416666666666666,-2.495833333333333,79.95833333333333,3.391666666666667
20230116,0.0,-4.270833333333333,48.375,2.375
20230117,0.0,-1.5208333333333333,62.91666666666666,1.2333333333333334
20230118,0.0,-1.0833333333333333,49.54166666666666,1.8958333333333333
20230119,0.0833333333333333,2.2,58.875,2.558333333333333
20230120,0.0,-5.2250000000000005,43.125,2.9458333333333333
20230121,0.0,-1.1833333333333331,45.75,2.2125
20230122,0.0,0.975,62.04166666666666,1.4208333333333334
20230123,0.0,-5.0875,57.458333333333336,4.495833333333334
20230124,0.0,-14.679166666666667,47.958333333333336,4.558333333333334
20230125,0.0,-7.841666666666666,49.375,2.2625
20230126,0.0,-4.966666666666667,71.95833333333333,2.0625
20230127,0.0,-6.958333333333333,41.91666666666666,4.058333333333334
20230128,0.0,-3.533333333333333,47.25,1.8041666666666665
20230129,0.0,0.3583333333333333,54.333333333333336,2.333333333333333
20230130,0.0,0.5291666666666667,50.29166666666666,1.8791666666666669
20230131,0.0,4.191666666666666,74.41666666666667,2.066666666666667
20230201,0.0,-0.5291666666666667,51.04166666666666,3.4125
20230202,0.0,-1.7083333333333333,43.875,2.3375
20230203,0.0,-0.8541666666666666,43.458333333333336,1.6291666666666669
20230204,0.0,1.5083333333333335,53.833333333333336,1.3791666666666669
20230205,0.0,3.0125,67.83333333333333,1.4416666666666669
20230206,0.0,3.204166666666667,68.83333333333333,1.4583333333333333
20230207,0.0,3.345833333333333,70.25,1.9375
20230208,0.0,2.5,46.25,2.0708333333333333
20230209,0.0208333333333333,5.95,57.16666666666666,2.4208333333333334
20230210,0.0,3.2541666666666664,72.20833333333333,1.9166666666666667
20230211,0.0,3.25,69.41666666666667,1.15
20230212,0.0,5.616666666666667,61.333333333333336,1.5958333333333332
20230213,0.0,3.975,60.16666666666666,2.654166666666667
20230214,0.0,2.370833333333333,42.91666666666666,2.7416666666666667
20230215,0.0,4.395833333333333,50.5,1.7458333333333331
20230216,0.0,2.441666666666667,63.458333333333336,1.65
20230217,0.0,5.4125000000000005,60.708333333333336,1.1791666666666667
20230218,0.0208333333333333,5.820833333333333,60.79166666666666,1.4541666666666666
20230219,0.0,2.625,44.208333333333336,3.333333333333333
20230220,0.0,-1.2375,39.29166666666666,4.208333333333333
20230221,0.0,0.0166666666666666,42.125,1.6375
20230222,0.0,2.3666666666666667,53.41666666666666,1.7416666666666665
20230223,0.0,4.320833333333334,65.54166666666667,1.7125
20230224,0.0,2.5458333333333334,44.583333333333336,3.1666666666666665
20230225,0.0,1.2833333333333334,38.875,2.4250000000000003
20230226,0.0,3.6041666666666665,48.625,1.55
20230227,0.0,5.191666666666666,42.5,1.240909090909091
20230228,0.0,6.658333333333334,64.125,1.4875
20230301,0.0,4.641666666666667,37.79166666666666,4.383333333333334
20230302,0.0,2.8083333333333336,43.66666666666666,2.4125
20230303,0.0,7.216666666666666,65.08333333333333,1.6708333333333334
20230304,0.0,7.366666666666667,66.375,1.45
20230305,0.0,8.25,46.16666666666666,1.325
20230306,0.0,10.795833333333334,44.29166666666666,1.5375
20230307,0.0,12.091666708333332,66.16666666666667,1.475
20230308,0.2083333333333333,13.779166666666669,65.375,1.9041666666666668
20230309,0.0,8.841666666666667,84.79166666666667,1.575
20230310,0.0,14.712500083333332,54.16666666666666,1.375
20230311,0.0416666666666666,14.604166625,53.125,1.9458333333333333
20230312,0.1666666666666666,3.3208333333333333,46.458333333333336,3.6166666666666663
20230313,0.0,5.291666666666667,39.16666666666666,2.5708333333333333
20230314,0.0,11.2875,50.333333333333336,2.154166666666667
20230315,0.0,7.420833333333333,50.66666666666666,2.725
20230316,0.0,5.504166666666666,31.375,2.245833333333333
20230317,0.0,8.4,35.375,2.0625
20230318,0.0,8.258333333333333,52.875,1.9458333333333333
20230319,0.0,7.904166666666666,67.0,1.6208333333333331
20230320,0.0,10.45,38.91666666666666,1.7166666666666668
20230321,0.0,13.724999958333331,42.708333333333336,1.0166666666666666
20230322,0.0,17.783333208333335,48.458333333333336,1.7416666666666665
20230323,0.0,14.570833333333333,37.458333333333336,3.4166666666666665
20230324,0.0,12.058333333333332,46.333333333333336,1.9375
20230325,0.0,11.975000041666666,49.833333333333336,2.220833333333333
20230326,0.0,8.066666666666666,30.041666666666668,3.454166666666667
20230327,0.0,8.4125,48.0,1.8708333333333331
20230328,0.0,10.416666666666666,52.958333333333336,1.5666666666666669
20230329,0.0,12.9875,45.625,1.2166666666666666
20230330,0.0,13.904166625,43.333333333333336,1.8916666666666664
20230331,0.0,15.412500041666668,43.958333333333336,1.625
