date,value
20230101,-3.1958333333333333
20230102,-5.841666666666666
20230103,-3.7708333333333335
20230104,-1.9916666666666665
20230105,-1.2291666666666667
20230106,1.7583333333333335
20230107,-0.6416666666666667
20230108,3.0124999999999997
20230109,-2.2291666666666665
20230110,1.6833333333333333
20230111,3.15
20230112,8.083333333333334
20230113,7.9375
20230114,3.6875
20230115,-3.4791666666666665
20230116,-5.641666666666667
20230117,-3.1458333333333335
20230118,-2.658333333333333
20230119,0.9166666666666666
20230120,-6.870833333333334
20230121,-2.3541666666666665
20230122,-0.375
20230123,-5.925
20230124,-16.066666708333333
20230125,-9.241666666666667
20230126,-6.675
20230127,-8.6
20230128,-5.2
20230129,-1.2791666666666666
20230130,-0.49583333333333335
20230131,3.3208333333333333
20230201,-1.7166666666666668
20230202,-2.75
20230203,-2.375
20230204,0.016666666666666625
20230205,2.004166666666667
20230206,2.558333333333333
20230207,1.9791666666666667
20230208,1.0291666666666666
20230209,5.0375000000000005
20230210,1.6500000000000001
20230211,2.158333333333333
20230212,4.791666666666667
20230213,2.6958333333333333
20230214,1.2083333333333333
20230215,3.3541666666666665
20230216,0.7166666666666667
20230217,4.5125
20230218,4.9375
20230219,1.2416666666666667
20230220,-2.3958333333333335
20230221,-1.2416666666666667
20230222,1.1291666666666667
20230223,3.2083333333333335
20230224,1.4958333333333333
20230225,-0.07083333333333329
20230226,2.495833333333333
20230227,3.8333333333333335
20230228,5.483333333333333
20230301,3.566666666666667
20230302,1.5416666666666667
20230303,5.770833333333333
20230304,6.629166666666666
20230305,7.9125000000000005
20230306,10.3375
20230307,11.587499958333334
20230308,12.991666666666667
20230309,7.891666666666667
20230310,14.949999958333335
20230311,13.6625
20230312,1.9833333333333334
20230313,4.0874999999999995
20230314,10.2875
20230315,5.754166666666666
20230316,4.154166666666667
20230317,6.9750000000000005
20230318,6.9125000000000005
20230319,6.9624999999999995
20230320,9.533333333333333
20230321,13.7125
20230322,17.545833375
20230323,14.091666625
20230324,11.595833375
20230325,11.279166625
20230326,6.9750000000000005
20230327,6.954166666666667
20230328,9.0375
20230329,11.795833333333334
20230330,13.012500000000001
20230331,14.674999999999999
20230401,18.062500166666666
20230402,17.991666625
20230403,19.300000083333334
20230404,15.091666666666667
20230405,9.716666666666667
20230406,7.041666666666667
20230407,7.883333333333333
20230408,8.720833333333333
20230409,11.429166625
20230410,14.812499958333333
20230411,9.3375
20230412,9.670833333333333
