day,value
20231127,2.25
20231128,2.5208333333333335
20231129,3.4291666666666667
20231130,2.6916666666666664
20231201,2.1750000000000003
20231202,2.0124999999999997
20231203,1.5125
20231204,1.5541666666666665
20231205,1.3666666666666665
20231206,1.8958333333333333
20231207,2.183333333333333
20231208,2.0375
20231209,1.2041666666666666
20231210,2.35
20231211,4.454166666666667
20231212,1.4291666666666665
20231213,2.283333333333333
20231214,4.0
20231215,2.3375
20231216,4.908333333333333
20231217,2.954166666666667
20231218,2.2041666666666666
20231219,2.0625
20231220,3.6791666666666667
20231221,3.7125
20231222,2.283333333333333
20231223,1.4791666666666667
20231224,0.9166666666666666
20231225,1.1708333333333334
20231226,0.9458333333333333
20231227,0.8333333333333334
20231228,1.5458333333333334
20231229,1.6541666666666666
20231230,2.7416666666666667
20231231,1.7041666666666666
