date,value
20230101,35.458333333333336
20230102,38.625
20230103,38.916666666666664
20230104,42.791666666666664
20230105,48.583333333333336
20230106,71.0
20230107,68.625
20230108,57.583333333333336
20230109,47.65217391304348
20230110,54.083333333333336
20230111,47.916666666666664
20230112,53.833333333333336
20230113,96.25
20230114,84.25
20230115,77.91666666666667
20230116,49.083333333333336
20230117,63.333333333333336
20230118,46.375
20230119,56.833333333333336
20230120,38.041666666666664
20230121,43.208333333333336
20230122,64.41666666666667
20230123,51.166666666666664
20230124,41.791666666666664
20230125,43.625
20230126,68.75
20230127,38.666666666666664
20230128,46.916666666666664
20230129,50.458333333333336
20230130,44.875
20230131,68.91666666666667
20230201,44.041666666666664
20230202,38.208333333333336
20230203,36.916666666666664
20230204,47.833333333333336
20230205,65.54166666666667
20230206,62.625
20230207,64.70833333333333
20230208,41.166666666666664
20230209,51.5
20230210,69.58333333333333
20230211,64.83333333333333
20230212,58.25
20230213,57.166666666666664
20230214,40.791666666666664
20230215,45.75
20230216,63.541666666666664
20230217,51.458333333333336
20230218,52.708333333333336
20230219,39.208333333333336
20230220,32.25
20230221,36.791666666666664
20230222,48.208333333333336
20230223,59.375
20230224,34.75
20230225,30.958333333333332
20230226,40.625
20230227,37.416666666666664
20230228,57.75
20230301,31.583333333333332
20230302,39.416666666666664
20230303,63.625
20230304,60.291666666666664
20230305,35.833333333333336
20230306,36.583333333333336
20230307,61.125
20230308,60.583333333333336
20230309,81.04166666666667
20230310,47.208333333333336
20230311,46.625
20230312,44.875
20230313,34.083333333333336
20230314,44.5
20230315,43.916666666666664
20230316,26.375
20230317,24.791666666666668
20230318,46.416666666666664
20230319,49.291666666666664
20230320,30.25
20230321,29.583333333333332
20230322,39.875
20230323,31.208333333333332
20230324,40.208333333333336
20230325,42.5
20230326,22.583333333333332
20230327,40.75
20230328,43.291666666666664
20230329,32.25
20230330,32.25
20230331,34.0
20230401,26.5
20230402,22.208333333333332
20230403,16.875
20230404,56.25
20230405,89.625
20230406,82.25
20230407,42.166666666666664
20230408,41.958333333333336
20230409,44.541666666666664
20230410,37.583333333333336
20230411,57.458333333333336
20230412,37.75
20230413,29.130434782608695
20230414,56.0
20230415,75.04166666666667
20230416,55.5
20230417,45.083333333333336
20230418,79.5
20230419,59.208333333333336
20230420,74.45833333333333
20230421,20.333333333333332
20230422,21.708333333333332
20230423,23.75
20230424,36.5
20230425,69.29166666666667
20230426,60.916666666666664
20230427,46.708333333333336
20230428,65.625
20230429,73.75
20230430,62.916666666666664
20230501,38.0
20230502,34.416666666666664
20230503,54.041666666666664
20230504,61.958333333333336
20230505,91.125
20230506,56.166666666666664
20230507,46.416666666666664
20230508,45.5
20230509,45.958333333333336
20230510,43.333333333333336
20230511,38.833333333333336
20230512,49.291666666666664
20230513,47.25
20230514,47.833333333333336
20230515,46.625
20230516,43.0
20230517,59.541666666666664
20230518,60.791666666666664
20230519,51.541666666666664
20230520,64.625
20230521,56.416666666666664
20230522,46.333333333333336
20230523,40.083333333333336
20230524,40.083333333333336
20230525,40.166666666666664
20230526,49.375
20230527,91.875
20230528,94.41666666666667
20230529,72.66666666666667
20230530,52.208333333333336
20230531,53.041666666666664
20230601,60.416666666666664
20230602,64.33333333333333
20230603,51.208333333333336
20230604,47.583333333333336
20230605,57.75
20230606,63.0
20230607,66.41666666666667
20230608,74.41666666666667
20230609,49.5
20230610,70.20833333333333
20230611,64.29166666666667
20230612,59.083333333333336
20230613,61.791666666666664
20230614,66.375
20230615,60.791666666666664
20230616,51.333333333333336
20230617,47.625
20230618,50.25
20230619,48.916666666666664
20230620,71.5
20230621,80.20833333333333
20230622,71.875
20230623,62.30434782608695
20230624,62.708333333333336
20230625,57.791666666666664
20230626,83.54166666666667
20230627,62.208333333333336
20230628,72.20833333333333
20230629,93.83333333333333
20230630,75.125
20230701,67.125
20230702,71.75
20230703,61.458333333333336
20230704,84.08333333333333
20230705,70.33333333333333
20230706,58.333333333333336
20230707,60.458333333333336
20230708,71.66666666666667
20230709,81.95833333333333
20230710,71.08333333333333
20230711,92.125
20230712,76.91666666666667
20230713,94.625
20230714,97.58333333333333
20230715,84.54166666666667
20230716,82.25
20230717,83.625
20230718,83.25
20230719,68.25
20230720,65.41666666666667
20230721,59.541666666666664
20230722,76.0
20230723,90.5
20230724,73.125
20230725,71.625
20230726,82.625
20230727,75.04166666666667
20230728,64.75
20230729,63.333333333333336
20230730,67.5
20230731,65.95833333333333
20230801,64.79166666666667
20230802,57.958333333333336
20230803,58.416666666666664
20230804,60.333333333333336
20230805,62.416666666666664
20230806,67.375
20230807,57.708333333333336
20230808,53.541666666666664
20230809,70.20833333333333
20230810,91.41666666666667
20230811,82.75
20230812,84.875
20230813,73.20833333333333
20230814,63.75
20230815,62.458333333333336
20230816,67.58333333333333
20230817,65.0
20230818,64.83333333333333
20230819,61.625
20230820,65.20833333333333
20230821,62.875
20230822,81.58333333333333
20230823,89.20833333333333
20230824,77.83333333333333
20230825,69.70833333333333
20230826,64.33333333333333
20230827,71.79166666666667
20230828,78.70833333333333
20230829,86.20833333333333
20230830,86.125
20230831,69.41666666666667
20230901,61.0
20230902,60.375
20230903,75.70833333333333
20230904,70.45833333333333
20230905,70.70833333333333
20230906,57.083333333333336
20230907,48.625
20230908,57.208333333333336
20230909,58.75
20230910,65.25
20230911,62.125
20230912,62.416666666666664
20230913,84.5
20230914,64.91666666666667
20230915,81.25
20230916,86.08333333333333
20230917,74.0
20230918,69.83333333333333
20230919,74.625
20230920,76.04166666666667
20230921,67.41666666666667
20230922,58.625
