date,value
20230101,49.583333333333336
20230102,51.166666666666664
20230103,57.5
20230104,61.125
20230105,66.875
20230106,76.45833333333333
20230107,82.83333333333333
20230108,72.70833333333333
20230109,66.69565217391305
20230110,70.20833333333333
20230111,65.04166666666667
20230112,66.58333333333333
20230113,97.29166666666667
20230114,92.66666666666667
20230115,81.29166666666667
20230116,65.625
20230117,76.41666666666667
20230118,61.583333333333336
20230119,63.166666666666664
20230120,53.041666666666664
20230121,58.375
20230122,75.75
20230123,52.875
20230124,46.583333333333336
20230125,54.541666666666664
20230126,79.125
20230127,48.583333333333336
20230128,57.166666666666664
20230129,54.916666666666664
20230130,58.666666666666664
20230131,72.20833333333333
20230201,51.041666666666664
20230202,45.416666666666664
20230203,47.833333333333336
20230204,62.916666666666664
20230205,75.125
20230206,73.75
20230207,71.41666666666667
20230208,52.875
20230209,56.833333333333336
20230210,80.83333333333333
20230211,74.875
20230212,65.79166666666667
20230213,71.29166666666667
20230214,55.208333333333336
20230215,55.166666666666664
20230216,76.29166666666667
20230217,62.375
20230218,63.458333333333336
20230219,47.041666666666664
20230220,38.625
20230221,46.875
20230222,53.291666666666664
20230223,65.625
20230224,44.333333333333336
20230225,41.041666666666664
20230226,47.916666666666664
20230227,45.958333333333336
20230228,63.333333333333336
20230301,36.041666666666664
20230302,47.708333333333336
20230303,72.25
20230304,66.79166666666667
20230305,46.416666666666664
20230306,47.166666666666664
20230307,67.5
20230308,70.375
20230309,86.79166666666667
20230310,60.458333333333336
20230311,52.0
20230312,50.791666666666664
20230313,49.333333333333336
20230314,55.041666666666664
20230315,51.875
20230316,38.916666666666664
20230317,35.25
20230318,50.25
20230319,57.666666666666664
20230320,41.041666666666664
20230321,38.375
20230322,44.291666666666664
20230323,37.083333333333336
20230324,46.5
20230325,51.5
20230326,27.958333333333332
20230327,46.458333333333336
20230328,53.333333333333336
20230329,40.875
20230330,39.583333333333336
20230331,42.375
20230401,35.708333333333336
20230402,31.958333333333332
20230403,28.833333333333332
20230404,60.25
20230405,92.375
20230406,92.58333333333333
20230407,50.041666666666664
20230408,53.583333333333336
20230409,57.916666666666664
20230410,46.458333333333336
20230411,69.66666666666667
20230412,48.833333333333336
20230413,40.34782608695652
20230414,65.16666666666667
20230415,83.16666666666667
20230416,67.33333333333333
20230417,55.458333333333336
20230418,87.29166666666667
20230419,62.625
20230420,84.875
20230421,30.666666666666668
20230422,31.25
20230423,30.416666666666668
20230424,45.708333333333336
20230425,79.0
20230426,72.5
20230427,58.625
20230428,66.70833333333333
20230429,79.41666666666667
20230430,71.83333333333333
20230501,48.5
20230502,45.083333333333336
20230503,61.416666666666664
20230504,71.70833333333333
20230505,96.33333333333333
20230506,87.875
20230507,69.29166666666667
20230508,58.958333333333336
20230509,57.625
20230510,54.333333333333336
20230511,52.583333333333336
20230512,58.791666666666664
20230513,57.041666666666664
20230514,59.875
20230515,55.583333333333336
20230516,52.791666666666664
20230517,66.5
20230518,72.04166666666667
20230519,62.833333333333336
20230520,67.95833333333333
20230521,60.166666666666664
20230522,65.54166666666667
20230523,50.875
20230524,52.291666666666664
20230525,52.666666666666664
20230526,61.416666666666664
20230527,93.79166666666667
20230528,95.58333333333333
20230529,85.66666666666667
20230530,69.75
20230531,65.70833333333333
20230601,71.0
20230602,77.16666666666667
20230603,59.0
20230604,56.416666666666664
20230605,65.66666666666667
20230606,70.625
20230607,75.58333333333333
20230608,84.58333333333333
20230609,71.08333333333333
20230610,84.33333333333333
20230611,87.5
20230612,78.83333333333333
20230613,75.75
20230614,77.41666666666667
20230615,71.70833333333333
20230616,65.25
20230617,60.208333333333336
20230618,67.5
20230619,62.291666666666664
20230620,84.0
20230621,93.375
20230622,81.5
20230623,79.04347826086956
20230624,75.41666666666667
20230625,68.20833333333333
20230626,91.125
20230627,76.08333333333333
20230628,79.375
20230629,96.58333333333333
20230630,88.125
20230701,79.04166666666667
20230702,83.20833333333333
20230703,75.70833333333333
20230704,89.45833333333333
20230705,78.29166666666667
20230706,71.66666666666667
20230707,67.5
20230708,80.79166666666667
20230709,94.83333333333333
20230710,83.91666666666667
20230711,97.33333333333333
20230712,91.33333333333333
20230713,98.5
20230714,98.70833333333333
20230715,94.16666666666667
20230716,95.125
20230717,92.70833333333333
20230718,95.45833333333333
20230719,82.08333333333333
20230720,79.20833333333333
20230721,76.54166666666667
20230722,83.95833333333333
20230723,97.41666666666667
20230724,88.91666666666667
20230725,85.54166666666667
20230726,88.125
20230727,84.5
20230728,81.54166666666667
20230729,79.375
20230730,83.0
20230731,82.875
20230801,80.16666666666667
20230802,72.625
20230803,73.29166666666667
20230804,73.54166666666667
20230805,74.5
20230806,87.16666666666667
20230807,79.04166666666667
20230808,72.20833333333333
20230809,82.91666666666667
20230810,96.5
20230811,98.20833333333333
20230812,95.625
20230813,90.125
20230814,81.91666666666667
20230815,82.41666666666667
20230816,79.70833333333333
20230817,80.58333333333333
20230818,79.91666666666667
20230819,76.20833333333333
20230820,78.45833333333333
20230821,75.875
20230822,92.16666666666667
20230823,97.0
20230824,94.25
20230825,83.41666666666667
20230826,79.08333333333333
20230827,86.83333333333333
20230828,97.5
20230829,97.45833333333333
20230830,96.54166666666667
20230831,84.83333333333333
20230901,75.875
20230902,76.33333333333333
20230903,88.25
20230904,86.58333333333333
20230905,79.16666666666667
20230906,72.75
20230907,63.0
20230908,70.875
20230909,69.58333333333333
20230910,75.16666666666667
20230911,72.41666666666667
20230912,75.79166666666667
20230913,93.33333333333333
20230914,80.95833333333333
20230915,92.58333333333333
20230916,93.25
