date,value
20230101,-1.8333333333333333
20230102,-5.425
20230103,-4.0
20230104,-2.9458333333333333
20230105,-2.8333333333333335
20230106,2.970833333333333
20230107,-0.7375000000000002
20230108,3.3375
20230109,-1.8708333333333333
20230110,0.4166666666666666
20230111,0.9791666666666666
20230112,6.066666666666666
20230113,7.458333333333333
20230114,4.870833333333334
20230115,-1.8375000000000001
20230116,-4.3
20230117,-1.5833333333333333
20230118,-2.370833333333333
20230119,2.345833333333333
20230120,-5.366666666666667
20230121,-1.825
20230122,-0.43333333333333335
20230123,-4.354166666666667
20230124,-14.599999958333333
20230125,-8.083333333333334
20230126,-5.6625000000000005
20230127,-7.1625000000000005
20230128,-4.979166666666667
20230129,-0.4208333333333334
20230130,-1.6875
20230131,4.245833333333334
20230201,-0.2625
20230202,-1.6083333333333334
20230203,-2.0625
20230204,-0.9375
20230205,0.47083333333333327
20230206,1.5791666666666666
20230207,1.5166666666666666
20230208,1.1208333333333333
20230209,5.933333333333334
20230210,1.5666666666666667
20230211,1.6083333333333334
20230212,5.25
20230213,4.2749999999999995
20230214,2.766666666666667
20230215,3.5749999999999997
20230216,0.7833333333333333
20230217,4.5249999999999995
20230218,6.183333333333334
20230219,2.433333333333333
20230220,-0.7291666666666666
20230221,-1.5666666666666667
20230222,1.8875
20230223,3.6625
20230224,2.8333333333333335
20230225,0.425
20230226,1.9000000000000001
20230227,2.8666666666666667
20230228,6.7375
20230301,5.1625000000000005
20230302,1.4333333333333333
20230303,6.133333333333333
20230304,5.941666666666666
20230305,6.383333333333333
20230306,8.741666666666665
20230307,10.56666675
20230308,13.341666583333334
20230309,7.5249999999999995
20230310,13.237499958333332
20230311,13.845833291666667
20230312,3.5666666666666664
20230313,4.3500000000000005
20230314,9.158333333333333
20230315,7.270833333333333
20230316,4.854166666666667
20230317,7.779166666666666
20230318,6.7875000000000005
20230319,7.054166666666667
20230320,9.112500041666665
20230321,12.466666708333333
20230322,18.141666708333332
20230323,15.212500083333333
20230324,12.500000041666667
20230325,12.604166708333333
20230326,7.9375
20230327,7.075
20230328,8.879166666666666
20230329,11.225000041666666
20230330,12.658333375
20230331,14.408333416666666
20230401,16.866666791666667
20230402,16.350000041666664
