date,value
20230101,-1.7208333333333334
20230102,-4.2250000000000005
20230103,-2.216666666666667
20230104,-0.4791666666666667
20230105,0.09166666666666667
20230106,2.8791666666666664
20230107,1.2333333333333334
20230108,3.8666666666666667
20230109,-0.8291666666666666
20230110,2.6833333333333336
20230111,3.8791666666666664
20230112,7.429166666666667
20230113,7.558333333333334
20230114,4.6125
20230115,-2.495833333333333
20230116,-4.270833333333333
20230117,-1.5208333333333333
20230118,-1.0833333333333333
20230119,2.1999999999999997
20230120,-5.2250000000000005
20230121,-1.1833333333333333
20230122,0.975
20230123,-5.0874999999999995
20230124,-14.679166666666667
20230125,-7.841666666666666
20230126,-4.966666666666667
20230127,-6.958333333333333
20230128,-3.533333333333333
20230129,0.35833333333333334
20230130,0.5291666666666667
20230131,4.191666666666666
20230201,-0.5291666666666667
20230202,-1.7083333333333333
20230203,-0.8541666666666666
20230204,1.5083333333333335
20230205,3.0124999999999997
20230206,3.204166666666667
20230207,3.345833333333333
20230208,2.5
20230209,5.95
20230210,3.2541666666666664
20230211,3.25
20230212,5.616666666666667
20230213,3.975
20230214,2.370833333333333
20230215,4.395833333333333
20230216,2.441666666666667
20230217,5.4125000000000005
20230218,5.820833333333333
20230219,2.625
20230220,-1.2375
20230221,0.016666666666666663
20230222,2.3666666666666667
20230223,4.320833333333334
20230224,2.5458333333333334
20230225,1.2833333333333334
20230226,3.6041666666666665
20230227,5.191666666666666
20230228,6.658333333333334
20230301,4.641666666666667
20230302,2.8083333333333336
20230303,7.216666666666666
20230304,7.366666666666667
20230305,8.25
20230306,10.795833333333334
20230307,12.091666708333333
20230308,13.779166666666667
20230309,8.841666666666667
20230310,14.712500083333333
20230311,14.604166625
20230312,3.3208333333333333
20230313,5.291666666666667
20230314,11.2875
20230315,7.420833333333333
20230316,5.504166666666666
20230317,8.4
20230318,8.258333333333333
20230319,7.904166666666666
20230320,10.450000000000001
20230321,13.724999958333333
20230322,17.783333208333335
20230323,14.570833333333333
20230324,12.058333333333332
20230325,11.975000041666666
20230326,8.066666666666666
20230327,8.4125
20230328,10.416666666666666
20230329,12.987499999999999
20230330,13.904166625
20230331,15.412500041666668
20230401,18.683333208333334
20230402,18.495833458333333
20230403,19.791666583333335
20230404,16.095833208333335
20230405,10.958333333333334
20230406,8.6875
20230407,9.475
20230408,10.137500000000001
20230409,12.599999916666667
20230410,16.174999916666668
20230411,11.720833291666667
20230412,11.125
20230413,12.075000125
20230414,16.691666583333333
20230415,11.374999958333333
20230416,11.745833333333332
20230417,15.554166500000001
20230418,14.170833416666667
20230419,19.608333375
20230420,15.179166708333334
20230421,17.887500166666666
20230422,16.900000000000002
20230423,17.091666791666665
20230424,15.220833291666667
20230425,10.954166666666666
20230426,9.7125
20230427,14.666666666666666
20230428,17.379166708333333
20230429,11.770833333333334
20230430,13.84166675
20230501,15.72916675
20230502,18.954166666666666
20230503,20.512499958333333
20230504,21.587499958333336
20230505,17.125
20230506,13.691666666666668
20230507,14.558333374999998
20230508,16.554166625
20230509,17.91249983333333
20230510,19.266666625
20230511,20.216666666666665
20230512,18.412500125
20230513,18.262499958333333
20230514,19.229166583333335
20230515,22.433333333333334
20230516,24.783333166666665
20230517,23.68333325
20230518,21.4375
20230519,22.687500125
20230520,20.0333335
20230521,18.408333208333335
20230522,20.570833416666666
20230523,21.320833458333333
20230524,21.316666958333332
20230525,21.449999958333333
20230526,22.512500083333332
20230527,19.266666541666666
20230528,19.870833541666666
20230529,23.729166625
20230530,23.904166625000002
20230531,23.391666375
20230601,22.433333333333334
20230602,20.708333375
20230603,22.387500166666666
20230604,23.133333333333336
20230605,21.670833208333335
20230606,21.283333375
20230607,21.758333250000003
20230608,21.149999958333336
20230609,24.683333291666667
20230610,22.524999958333336
20230611,23.13333316666667
20230612,22.916666708333334
20230613,22.250000083333333
20230614,22.341666458333332
20230615,23.60833325
20230616,24.316666666666666
20230617,25.050000208333334
20230618,26.91249995833333
20230619,28.383333041666663
20230620,23.07083341666667
20230621,21.250000041666667
20230622,23.29166675
20230623,22.666666791666668
20230624,26.933333416666667
20230625,27.991666666666664
20230626,24.237499916666668
20230627,27.116666666666664
20230628,27.14166695833333
20230629,24.025000000000002
20230630,26.166666708333334
20230701,27.454166666666666
20230702,26.712500083333335
20230703,28.94583329166667
20230704,25.129166833333333
20230705,25.470833291666665
20230706,28.466666833333335
20230707,25.629166833333333
20230708,26.337499958333336
20230709,24.520833458333332
20230710,27.233333583333334
20230711,22.962500083333335
20230712,26.16666675
20230713,24.712499958333336
20230714,24.887500125000003
20230715,25.1666665
20230716,24.908333166666665
20230717,25.258333333333336
20230718,24.345833374999998
20230719,27.125000208333333
20230720,28.054166416666664
20230721,29.620833083333334
20230722,26.662499791666665
20230723,25.791666583333335
20230724,27.987499833333334
20230725,28.470833374999998
20230726,28.229166708333334
20230727,28.862499958333334
20230728,30.166666791666668
20230729,29.299999874999997
20230730,28.5458335
20230731,29.166666625
20230801,30.504166833333333
20230802,29.808333583333333
20230803,30.041666625
20230804,30.38333329166667
20230805,30.637500166666666
20230806,30.4416665
20230807,30.9208335
20230808,31.020833375
20230809,27.620833125
20230810,22.533333291666665
20230811,24.612499958333334
20230812,23.75416675
20230813,27.84583320833333
20230814,28.704166333333333
20230815,28.683333333333334
20230816,28.199999958333333
20230817,28.92916683333333
20230818,29.7
20230819,29.158333416666665
20230820,29.054166624999997
20230821,30.245833208333334
20230822,27.874999958333333
20230823,24.479166958333334
20230824,26.491666624999997
20230825,27.037499708333332
20230826,26.808333375
20230827,26.412499708333332
