day,rain,temp,humi,wind
20230822,1.7666666666666666,27.079166583333333,84.75,2.225
20230823,1.9541666666666664,23.75833354166667,93.04166666666669,2.6333333333333333
20230824,0.0,25.800000125,83.08333333333333,2.370833333333333
20230825,0.0,26.412500041666664,77.125,2.5
20230826,0.0,26.166666666666668,70.33333333333333,1.5875
20230827,0.2833333333333332,25.520833125,76.75,2.208333333333333
20230828,0.2625,23.6,87.04166666666667,3.2125
20230829,2.183333333333333,23.14166670833333,91.58333333333331,1.7958333333333334
20230830,0.1333333333333333,22.441666875,88.29166666666667,0.9916666666666668
20230831,0.0,23.71250020833333,75.625,1.6166666666666665
20230901,0.0,24.595833166666665,67.95833333333333,1.8583333333333332
20230902,0.0041666666666666,26.058333166666667,63.91666666666666,2.058333333333333
20230903,0.0125,26.19583341666667,79.75,2.0375
20230904,0.0,27.36666658333333,77.20833333333333,1.7
20230905,0.0,28.16666641666667,70.875,1.8375
20230906,0.0,26.96666645833333,62.125,2.658333333333333
20230907,0.0,25.770833375,53.91666666666666,2.4541666666666666
20230908,0.0,25.524999833333336,64.95833333333333,2.0500000000000003
20230909,0.0,26.15833345833333,64.45833333333333,1.6375
20230910,0.0,25.754166583333333,68.83333333333333,1.6833333333333331
20230911,0.0,25.25,69.08333333333333,1.6333333333333335
20230912,0.0,25.774999958333336,70.875,1.9125
20230913,0.6625,20.85416645833333,87.45833333333333,1.7708333333333333
20230914,0.0791666666666666,23.679166666666664,70.70833333333333,3.045833333333333
20230915,0.0208333333333333,22.77916670833333,85.54166666666667,2.0875
20230916,1.7250000000000003,23.908333291666665,88.83333333333333,1.2833333333333334
20230917,0.0,24.795833291666668,82.91666666666667,1.3958333333333333
20230918,0.0,24.40000020833333,79.0,1.875
20230919,0.1125,24.19583341666667,81.5,1.9583333333333333
20230920,1.3791666666666669,19.33750025,86.04166666666667,3.3708333333333336
20230921,0.0,19.22499995833333,74.95833333333333,1.55
20230922,0.0,20.883333458333333,66.0,1.8666666666666665
20230923,0.0,22.21666645833333,60.66666666666666,2.983333333333333
20230924,0.0125,21.72916658333333,57.0,2.7875
20230925,0.7583333333333333,21.629166625,76.04166666666667,2.1708333333333334
20230926,0.6375000000000001,20.383333375,95.91666666666669,2.0083333333333333
20230927,0.0125,21.55,87.45833333333333,1.85
20230928,0.0,21.824999958333333,73.16666666666667,1.7
20230929,0.0124999999999999,21.412499916666665,61.5,1.6375
20230930,0.175,18.354166625,76.375,2.5458333333333334
20231001,0.0,17.891666708333332,57.75,2.0375
20231002,0.0,18.516666583333333,53.75,2.025
20231003,0.0,17.420833458333334,71.41666666666667,1.5416666666666667
20231004,0.6124999999999999,16.016666541666666,64.70833333333333,2.1875
20231005,0.0,14.066666708333337,51.708333333333336,2.625
20231006,0.0,16.058333291666667,58.583333333333336,1.7333333333333334
20231007,0.0,17.687499916666667,61.875,2.245833333333333
20231008,0.0208333333333333,17.179166541666667,65.91666666666667,2.475
20231009,0.0291666666666666,16.320833333333333,75.20833333333333,1.7958333333333334
20231010,0.0,17.512500041666666,63.458333333333336,1.9166666666666667
20231011,0.0,17.295833375,57.91666666666666,1.575
20231012,0.0,18.154166541666665,62.66666666666666,1.5208333333333333
20231013,0.0625,17.212499916666665,72.08333333333333,1.4833333333333334
20231014,0.1791666666666667,13.97916675,87.25,1.2125
20231015,0.0,16.508333208333333,71.875,2.4541666666666666
20231016,0.0,13.170833333333334,56.41666666666666,2.1708333333333334
20231017,0.0,14.183333416666668,56.29166666666666,1.7875
20231018,0.3333333333333333,17.916666833333334,72.20833333333333,2.2041666666666666
20231019,0.0083333333333333,15.399999916666667,70.875,1.6333333333333335
20231020,0.0434782608695652,7.358333333333333,51.21739130434783,2.752173913043478
20231021,0.0,10.420833333333333,55.583333333333336,2.4125
20231022,0.0,14.183333416666663,73.33333333333333,1.7416666666666665
