day,value
20230920,86.04166666666667
20230921,74.95833333333333
20230922,66.0
20230923,60.666666666666664
20230924,57.0
20230925,76.04166666666667
20230926,95.91666666666667
20230927,87.45833333333333
20230928,73.16666666666667
20230929,61.5
20230930,76.375
20231001,57.75
20231002,53.75
20231003,71.41666666666667
20231004,64.70833333333333
20231005,51.708333333333336
20231006,58.583333333333336
20231007,61.875
20231008,65.91666666666667
20231009,75.20833333333333
20231010,63.458333333333336
20231011,57.916666666666664
20231012,62.666666666666664
20231013,72.08333333333333
20231014,87.25
20231015,71.875
20231016,56.416666666666664
20231017,56.291666666666664
20231018,72.20833333333333
20231019,70.875
20231020,51.21739130434783
20231021,55.583333333333336
20231022,73.33333333333333
20231023,73.66666666666667
20231024,80.375
20231025,76.875
20231026,78.91666666666667
20231027,71.5
