date,rain,temp,humi,wind,fire_count
20230101,0.0,-1.2359375,37.364583333333336,2.6494791666666666,0
20230102,0.0,-3.736458333333333,40.75,1.6322916666666667,1
20230103,0.0,-2.271354166666667,40.208333333333336,1.6239583333333332,0
20230104,0.0,-0.4828125,46.755208333333336,1.5067708333333334,0
20230105,0.0,-0.3166666666666666,54.005208333333336,1.1130208333333331,0
20230106,0.1406249999999999,2.675,73.91145833333333,1.884375,1
20230107,0.0,1.0255208333333332,70.359375,1.4796874999999998,0
20230108,0.0,3.6005208333333334,58.90104166666667,1.3015625000000002,0
20230109,0.0,-0.2494791666666666,49.85326086956522,2.125543478260869,1
20230110,0.0,2.9677083333333334,58.09895833333333,0.99375,0
20230111,0.0,3.7807291666666663,51.3125,1.2994791666666667,1
20230112,1.203125,7.698958333333334,55.04166666666666,1.6385416666666668,1
20230113,0.0807291666666666,7.842708333333332,99.48958333333331,0.8406250000000001,1
20230114,0.1640624999999999,4.6234375,88.328125,2.4135416666666667,1
20230115,0.0052083333333333,-2.058333333333333,80.61458333333333,2.5932291666666667,0
20230116,0.0,-3.8078125,46.00520833333333,2.0359375,1
20230117,0.0,-1.6229166666666666,62.625,1.240625,0
20230118,0.0,-1.0651041666666667,46.515625,1.6880208333333333,0
20230119,0.0468749999999999,1.9958333333333336,57.78125,2.80625,1
20230120,0.0,-5.024479166666667,37.984375,2.573958333333333,0
20230121,0.0,-1.3911458333333333,42.72395833333333,1.5453125,0
20230122,0.0,0.6541666666666667,62.84375,1.121875,0
20230123,0.0,-4.60625,51.880208333333336,3.471354166666667,0
20230124,0.0,-14.6390625,42.927083333333336,3.58125,1
20230125,0.0,-7.896354166666666,45.18229166666667,1.8578125,1
20230126,0.0,-5.025,69.88020833333333,1.8692708333333332,0
20230127,0.0,-6.896354166666667,39.36458333333333,3.0010416666666666,2
20230128,0.0,-3.8541666666666665,45.9375,1.9864583333333332,3
20230129,0.0,0.3510416666666666,51.45312499999999,2.4171875,0
20230130,0.0,0.3651041666666666,46.57291666666666,1.9119791666666668,0
20230131,0.0,4.366666666666666,71.9375,2.540625,2
20230201,0.0,0.0104166666666666,45.171875,2.6395833333333334,1
20230202,0.0,-1.190625,38.734375,1.9984375,1
20230203,0.0,-0.3947916666666666,36.75,1.9026041666666669,1
20230204,0.0,1.2057291666666667,52.70312499999999,1.6015625000000002,1
20230205,0.0,2.604166666666667,67.65104166666667,1.3796874999999995,1
20230206,0.0,3.834895833333333,63.94791666666666,1.0463541666666667,0
20230207,0.0,3.8015624999999993,67.33333333333334,1.7078125,1
20230208,0.0,2.897395833333334,40.5625,2.1546875,1
20230209,0.0026041666666666,5.964583333333333,52.57291666666666,1.9651041666666669,0
20230210,0.0,3.4875,71.33333333333333,1.6395833333333334,0
20230211,0.0,3.680208333333333,66.171875,1.2156250000000002,0
20230212,0.0,6.035937500000001,57.90624999999999,2.022395833333333,0
20230213,0.0,4.503645833333334,57.578125,2.1255208333333337,0
20230214,0.0,2.560416666666667,39.890625,2.7963541666666667,0
20230215,0.0,4.519791666666667,47.4375,1.8588541666666667,1
20230216,0.0,1.9932291666666664,63.458333333333336,1.9963541666666669,2
20230217,0.0,5.634895833333333,54.21874999999999,1.390625,0
20230218,0.0026041666666666,6.138020833333334,54.703125,1.4286458333333334,2
20230219,0.0,2.7270833333333333,41.54687499999999,2.640625,0
20230220,0.0,-0.8984375,33.3125,2.972395833333333,1
20230221,0.0,0.1953124999999999,38.33333333333333,1.4479166666666667,1
20230222,0.0,2.596354166666667,50.0625,1.8145833333333328,1
20230223,0.0,4.674479166666667,60.875,1.8911458333333333,1
20230224,0.0,3.0125,38.20312499999999,2.685416666666667,2
20230225,0.0,1.7135416666666663,33.00520833333333,2.0239583333333333,2
20230226,0.0,3.6260416666666657,44.25,1.5864583333333335,2
20230227,0.0,5.279166666666667,39.61979166666667,1.6267045454545457,0
20230228,0.0,6.7859375,60.15104166666667,1.8739583333333327,1
20230301,0.0,4.6671875,33.16145833333333,3.5265625000000003,0
20230302,0.0,2.8192708333333334,41.296875,2.146354166666667,1
20230303,0.0,6.644270833333334,64.64583333333333,1.9078125,1
20230304,0.0,7.651041666666666,64.078125,1.3770833333333337,1
20230305,0.0,8.585416666666667,41.9375,1.2083333333333337,0
20230306,0.0,10.588020833333331,40.0625,1.6760416666666669,0
20230307,0.0,12.230208338541669,62.01041666666666,1.540625,2
20230308,0.1536458333333333,13.89583326041667,61.47395833333333,2.122916666666667,0
20230309,0.0,9.177083333333332,81.875,1.6880208333333333,0
20230310,0.0,15.190104177083333,49.79166666666666,1.2145833333333336,0
20230311,0.0234374999999999,14.724479125,48.60416666666667,2.496354166666667,0
