date,value
20230101,35.083333333333336
20230102,39.291666666666664
20230103,40.166666666666664
20230104,45.375
20230105,52.916666666666664
20230106,72.04166666666667
20230107,70.95833333333333
20230108,59.166666666666664
20230109,50.91304347826087
20230110,57.916666666666664
20230111,51.333333333333336
20230112,54.458333333333336
20230113,94.375
20230114,84.66666666666667
20230115,76.66666666666667
20230116,47.375
20230117,62.583333333333336
20230118,48.166666666666664
20230119,56.166666666666664
20230120,34.833333333333336
20230121,43.041666666666664
20230122,63.708333333333336
20230123,47.791666666666664
20230124,37.041666666666664
20230125,41.208333333333336
20230126,68.08333333333333
20230127,36.375
20230128,45.0
20230129,48.125
20230130,45.5
20230131,66.25
20230201,41.875
20230202,36.333333333333336
20230203,36.25
20230204,48.958333333333336
20230205,65.16666666666667
20230206,62.333333333333336
20230207,64.29166666666667
20230208,40.416666666666664
20230209,51.166666666666664
20230210,69.625
20230211,65.375
20230212,55.083333333333336
20230213,54.5
20230214,39.291666666666664
20230215,45.958333333333336
20230216,60.625
20230217,50.166666666666664
20230218,49.833333333333336
20230219,37.833333333333336
20230220,28.583333333333332
20230221,36.25
20230222,46.791666666666664
20230223,56.625
20230224,33.791666666666664
20230225,30.541666666666668
20230226,39.458333333333336
20230227,38.375
20230228,56.25
20230301,30.0
20230302,39.625
20230303,62.125
20230304,59.041666666666664
20230305,37.583333333333336
20230306,37.041666666666664
20230307,58.875
20230308,59.291666666666664
20230309,76.91666666666667
20230310,47.416666666666664
20230311,44.916666666666664
20230312,41.875
20230313,33.208333333333336
20230314,43.333333333333336
20230315,41.833333333333336
20230316,24.75
20230317,24.416666666666668
20230318,47.916666666666664
20230319,46.583333333333336
20230320,31.083333333333332
20230321,31.083333333333332
20230322,37.958333333333336
20230323,31.458333333333332
20230324,37.083333333333336
20230325,41.458333333333336
20230326,21.541666666666668
20230327,39.416666666666664
20230328,44.0
20230329,33.25
20230330,32.166666666666664
20230331,34.333333333333336
20230401,27.0
20230402,22.0
20230403,16.541666666666668
20230404,56.916666666666664
20230405,87.125
20230406,81.58333333333333
20230407,39.958333333333336
20230408,42.958333333333336
20230409,45.25
20230410,36.625
20230411,57.166666666666664
20230412,37.75
20230413,29.565217391304348
20230414,54.583333333333336
20230415,74.33333333333333
20230416,55.125
20230417,42.666666666666664
20230418,79.70833333333333
20230419,59.041666666666664
20230420,72.875
20230421,20.125
20230422,24.083333333333332
20230423,23.333333333333332
20230424,36.833333333333336
20230425,68.33333333333333
20230426,62.458333333333336
20230427,49.083333333333336
20230428,65.41666666666667
20230429,73.83333333333333
20230430,62.666666666666664
20230501,39.958333333333336
20230502,35.625
20230503,52.208333333333336
20230504,61.75
20230505,87.70833333333333
20230506,57.583333333333336
20230507,48.583333333333336
20230508,44.791666666666664
20230509,45.708333333333336
20230510,42.708333333333336
20230511,39.083333333333336
20230512,48.458333333333336
20230513,46.75
20230514,46.875
20230515,46.291666666666664
20230516,41.791666666666664
20230517,58.583333333333336
20230518,61.416666666666664
20230519,52.458333333333336
20230520,63.083333333333336
20230521,55.958333333333336
20230522,53.958333333333336
20230523,42.25
20230524,41.291666666666664
20230525,40.083333333333336
20230526,48.916666666666664
20230527,90.08333333333333
20230528,93.04166666666667
20230529,73.5
20230530,53.833333333333336
20230531,51.916666666666664
20230601,59.75
20230602,65.91666666666667
20230603,49.208333333333336
20230604,48.625
20230605,57.291666666666664
20230606,61.375
20230607,65.70833333333333
20230608,73.375
20230609,48.916666666666664
20230610,68.29166666666667
20230611,64.58333333333333
20230612,58.833333333333336
20230613,59.0
20230614,64.70833333333333
20230615,61.083333333333336
20230616,50.083333333333336
20230617,45.25
20230618,49.458333333333336
20230619,48.666666666666664
20230620,70.04166666666667
20230621,79.95833333333333
20230622,72.625
20230623,62.78260869565217
20230624,61.541666666666664
20230625,59.208333333333336
20230626,85.45833333333333
20230627,60.958333333333336
20230628,71.66666666666667
20230629,91.875
20230630,74.70833333333333
20230701,63.541666666666664
20230702,70.0
20230703,59.875
20230704,82.70833333333333
20230705,68.83333333333333
20230706,57.708333333333336
20230707,59.208333333333336
20230708,69.875
20230709,81.79166666666667
20230710,70.20833333333333
20230711,90.04166666666667
20230712,75.83333333333333
20230713,91.125
20230714,91.91666666666667
20230715,81.91666666666667
20230716,81.91666666666667
20230717,82.41666666666667
20230718,84.08333333333333
20230719,66.625
20230720,62.0
20230721,58.0
20230722,76.0
20230723,90.29166666666667
20230724,72.16666666666667
20230725,70.20833333333333
20230726,75.16666666666667
20230727,70.875
20230728,61.625
20230729,60.125
20230730,60.291666666666664
20230731,63.5
20230801,62.416666666666664
20230802,54.5
20230803,54.666666666666664
20230804,57.5
20230805,59.625
20230806,60.375
20230807,55.958333333333336
20230808,53.333333333333336
20230809,68.375
20230810,87.70833333333333
20230811,81.41666666666667
20230812,81.95833333333333
20230813,71.41666666666667
20230814,61.0
20230815,60.708333333333336
20230816,63.833333333333336
20230817,62.666666666666664
20230818,64.83333333333333
20230819,58.875
20230820,62.166666666666664
20230821,60.5
20230822,78.70833333333333
20230823,84.45833333333333
20230824,75.875
20230825,67.33333333333333
20230826,62.25
20230827,67.95833333333333
20230828,76.20833333333333
20230829,83.79166666666667
20230830,83.25
20230831,66.91666666666667
20230901,60.166666666666664
20230902,60.958333333333336
20230903,76.125
20230904,69.54166666666667
20230905,67.25
20230906,57.166666666666664
20230907,49.041666666666664
20230908,56.666666666666664
20230909,56.875
20230910,62.875
20230911,59.625
20230912,60.5
20230913,82.125
20230914,66.08333333333333
20230915,81.16666666666667
20230916,83.79166666666667
