day,value
20230428,1.8333333333333333
20230429,3.3208333333333333
20230430,2.591666666666667
20230501,1.7041666666666666
20230502,1.3916666666666666
20230503,1.9958333333333333
20230504,1.7333333333333334
20230505,3.4916666666666667
20230506,4.2749999999999995
20230507,1.9874999999999998
20230508,1.7125000000000001
20230509,2.2086956521739127
20230510,1.5458333333333334
20230511,1.8499999999999999
20230512,1.6208333333333333
20230513,1.5833333333333333
20230514,1.6041666666666667
20230515,1.866666666666667
20230516,2.033333333333333
20230517,2.966666666666667
20230518,2.308333333333333
20230519,2.1041666666666665
20230520,3.1041666666666665
20230521,2.316666666666667
20230522,2.0416666666666665
20230523,1.5208333333333333
20230524,1.5625
20230525,1.9000000000000001
20230526,1.5416666666666667
20230527,1.4875
20230528,0.9166666666666666
20230529,1.5208333333333333
20230530,2.1625
20230531,1.6208333333333333
20230601,1.5999999999999999
20230602,1.9791666666666667
20230603,2.625
20230604,2.404166666666667
20230605,2.8666666666666667
20230606,2.254166666666667
20230607,1.825
20230608,1.8375000000000001
20230609,1.5875000000000001
20230610,2.2041666666666666
20230611,1.5374999999999999
20230612,1.5625
20230613,1.9166666666666667
20230614,1.3375000000000001
20230615,1.9458333333333335
20230616,1.825
20230617,1.6458333333333333
20230618,1.9260869565217391
20230619,1.7708333333333333
20230620,2.0124999999999997
20230621,1.3916666666666666
20230622,2.1958333333333333
20230623,1.3347826086956522
20230624,1.3791666666666667
20230625,2.2583333333333333
20230626,2.926086956521739
20230627,2.5875
20230628,2.0791666666666666
20230629,1.8541666666666667
20230630,1.3666666666666665
20230701,2.0500000000000003
20230702,1.45
20230703,1.8041666666666665
20230704,3.1374999999999997
20230705,2.8708333333333336
20230706,2.1875
20230707,2.004166666666667
20230708,1.925
20230709,1.5541666666666665
20230710,2.1458333333333335
20230711,1.3499999999999999
20230712,1.3416666666666668
20230713,2.0
20230714,2.1041666666666665
20230715,2.1374999999999997
20230716,1.2375
20230717,1.4458333333333335
20230718,1.0833333333333333
20230719,1.4875
20230720,1.616666666666667
20230721,1.5416666666666667
20230722,2.9416666666666664
20230723,1.5708333333333335
20230724,1.6916666666666667
20230725,2.191666666666667
20230726,1.5875000000000001
20230727,1.3291666666666666
20230728,1.5
20230729,1.8083333333333333
20230730,1.5625
20230731,1.4375
20230801,1.4000000000000001
20230802,1.9041666666666668
20230803,1.4666666666666668
20230804,1.5916666666666668
20230805,1.6875
20230806,2.0625
20230807,2.8083333333333336
20230808,3.1666666666666665
20230809,3.1458333333333335
20230810,2.658333333333333
20230811,2.125
20230812,1.3583333333333334
20230813,1.1125
20230814,1.6458333333333333
20230815,1.9625000000000001
20230816,1.2666666666666666
20230817,1.2958333333333334
20230818,1.4958333333333333
20230819,1.6041666666666667
20230820,1.3958333333333333
20230821,2.3521739130434782
20230822,2.025
20230823,2.0791666666666666
20230824,1.8166666666666667
20230825,2.2624999999999997
20230826,1.3458333333333332
20230827,2.3125
20230828,2.4208333333333334
20230829,1.6916666666666667
20230830,1.2874999999999999
20230831,1.1833333333333333
20230901,1.6541666666666668
20230902,1.6083333333333334
20230903,1.7083333333333333
20230904,1.5791666666666666
20230905,1.6958333333333335
20230906,2.6999999999999997
20230907,2.4458333333333333
20230908,1.4458333333333335
20230909,1.2416666666666667
20230910,1.4000000000000001
20230911,1.4333333333333333
20230912,1.4291666666666665
20230913,1.8041666666666665
20230914,3.079166666666667
20230915,2.025
20230916,1.1666666666666667
20230917,1.1541666666666666
20230918,1.8166666666666667
20230919,1.8125
20230920,3.0500000000000003
20230921,1.6541666666666668
20230922,1.4000000000000001
20230923,2.8125
20230924,2.5375
20230925,1.9833333333333334
20230926,1.7750000000000001
20230927,1.3416666666666668
20230928,1.4625000000000001
20230929,1.575
20230930,2.1083333333333334
20231001,1.5791666666666666
20231002,1.8125
20231003,1.0416666666666667
20231004,2.2333333333333334
20231005,2.0166666666666666
20231006,1.3791666666666667
20231007,2.095833333333333
20231008,2.441666666666667
20231009,1.2583333333333333
20231010,1.6166666666666665
20231011,1.3416666666666668
20231012,1.0958333333333334
20231013,0.9083333333333333
20231014,1.3083333333333333
20231015,1.9708333333333332
20231016,1.5999999999999999
20231017,1.2750000000000001
20231018,2.1125
20231019,2.0541666666666667
20231020,2.6695652173913045
20231021,1.9833333333333334
20231022,1.55
20231023,1.4124999999999999
20231024,1.25
20231025,1.4833333333333334
20231026,1.9958333333333333
20231027,1.2750000000000001
20231028,1.2958333333333334
20231029,1.0791666666666666
20231030,1.1083333333333334
20231031,2.2083333333333335
20231101,2.654166666666667
20231102,3.0124999999999997
20231103,2.4166666666666665
20231104,2.4291666666666667
20231105,2.7541666666666664
20231106,4.266666666666667
20231107,1.9083333333333332
20231108,1.2541666666666667
20231109,2.525
20231110,2.720833333333333
20231111,2.2583333333333333
20231112,2.1
20231113,1.8791666666666667
20231114,1.3958333333333333
20231115,1.2791666666666666
20231116,2.025
20231117,3.2416666666666667
20231118,1.9458333333333335
20231119,2.2333333333333334
20231120,1.3875
20231121,1.0833333333333333
20231122,1.6666666666666667
20231123,3.2708333333333335
20231124,2.5500000000000003
20231125,1.2249999999999999
20231126,1.3875000000000002
20231127,2.375
20231128,2.625
20231129,2.591666666666667
20231130,2.1083333333333334
20231201,1.6958333333333335
20231202,1.9625000000000001
20231203,1.4166666666666667
20231204,1.0833333333333333
20231205,1.0625
20231206,2.283333333333333
20231207,2.6083333333333334
20231208,2.9
20231209,1.3833333333333335
20231210,2.5
20231211,4.6375
20231212,1.8125
20231213,1.9583333333333333
20231214,3.5083333333333333
20231215,2.7458333333333336
20231216,4.020833333333333
20231217,2.4791666666666665
20231218,1.8166666666666667
20231219,1.7541666666666667
20231220,3.1750000000000003
20231221,2.6083333333333334
20231222,1.7916666666666667
20231223,1.3916666666666666
20231224,1.0833333333333333
20231225,1.425
20231226,1.4541666666666666
20231227,0.7333333333333334
20231228,1.3333333333333333
20231229,1.4708333333333332
20231230,1.4458333333333335
20231231,1.3
